megyeNev,telepulesNev,megyeKod,telepulesKod,szavkorSorszam,jeloloSzervezet,jeloltNev,szavazatSzam,szavazatAranySzavkorben
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,1, FIDESZ-KDNP,VIDA TAMÁS ,78,"31,97%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,1, Független,SZEMES ATTILA ,54,"22,13%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,1, Független,OZSVÁTH LÁSZLÓ ,19,"7,79%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,2, Független,SALLAI RÓBERT BENEDEK ,198,"58,93%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,2, FIDESZ-KDNP,VIDA TAMÁS ,107,"31,85%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,2, Független,SZEMES ATTILA ,17,"5,06%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,2, Független,OZSVÁTH LÁSZLÓ ,14,"4,17%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,3, Független,SALLAI RÓBERT BENEDEK ,161,"57,30%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,3, FIDESZ-KDNP,VIDA TAMÁS ,85,"30,25%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,3, Független,SZEMES ATTILA ,19,"6,76%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,3, Független,OZSVÁTH LÁSZLÓ ,16,"5,69%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,4, Független,SALLAI RÓBERT BENEDEK ,188,"60,26%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,4, FIDESZ-KDNP,VIDA TAMÁS ,76,"24,36%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,4, Független,SZEMES ATTILA ,29,"9,29%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,4, Független,OZSVÁTH LÁSZLÓ ,19,"6,09%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,5, Független,SALLAI RÓBERT BENEDEK ,189,"58,51%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,5, FIDESZ-KDNP,VIDA TAMÁS ,101,"31,27%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,5, Független,OZSVÁTH LÁSZLÓ ,19,"5,88%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,5, Független,SZEMES ATTILA ,14,"4,33%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,6, Független,SALLAI RÓBERT BENEDEK ,175,"49,02%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,6, FIDESZ-KDNP,VIDA TAMÁS ,127,"35,57%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,6, Független,OZSVÁTH LÁSZLÓ ,36,"10,08%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,6, Független,SZEMES ATTILA ,19,"5,32%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,7, Független,SALLAI RÓBERT BENEDEK ,177,"56,91%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,7, FIDESZ-KDNP,VIDA TAMÁS ,103,"33,12%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,7, Független,SZEMES ATTILA ,17,"5,47%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,7, Független,OZSVÁTH LÁSZLÓ ,14,"4,50%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,8, Független,SALLAI RÓBERT BENEDEK ,144,"56,92%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,8, FIDESZ-KDNP,VIDA TAMÁS ,76,"30,04%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,8, Független,OZSVÁTH LÁSZLÓ ,21,"8,30%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,8, Független,SZEMES ATTILA ,12,"4,74%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,9, Független,SALLAI RÓBERT BENEDEK ,149,"45,85%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,9, FIDESZ-KDNP,VIDA TAMÁS ,112,"34,46%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,9, Független,SZEMES ATTILA ,33,"10,15%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,9, Független,OZSVÁTH LÁSZLÓ ,31,"9,54%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,10, Független,SALLAI RÓBERT BENEDEK ,114,"42,38%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,10, FIDESZ-KDNP,VIDA TAMÁS ,105,"39,03%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,10, Független,SZEMES ATTILA ,35,"13,01%"
JÁSZ-NAGYKUN-SZOLNOK,Túrkeve,11,74,10, Független,OZSVÁTH LÁSZLÓ ,15,"5,58%"
JÁSZ-NAGYKUN-SZOLNOK,Újszász,11,75,1, Független,DOBOZI RÓBERT ,360,"100,00%"
JÁSZ-NAGYKUN-SZOLNOK,Újszász,11,75,2, Független,DOBOZI RÓBERT ,313,"100,00%"
JÁSZ-NAGYKUN-SZOLNOK,Újszász,11,75,3, Független,DOBOZI RÓBERT ,286,"100,00%"
JÁSZ-NAGYKUN-SZOLNOK,Újszász,11,75,4, Független,DOBOZI RÓBERT ,337,"100,00%"
JÁSZ-NAGYKUN-SZOLNOK,Újszász,11,75,5, Független,DOBOZI RÓBERT ,313,"100,00%"
JÁSZ-NAGYKUN-SZOLNOK,Újszász,11,75,6, Független,DOBOZI RÓBERT ,300,"100,00%"
JÁSZ-NAGYKUN-SZOLNOK,Vezseny,11,76,1, Független,SZABÓ FERENC ,189,"56,42%"
JÁSZ-NAGYKUN-SZOLNOK,Vezseny,11,76,1, FIDESZ-KDNP,PÉTER KÁROLY ,146,"43,58%"
JÁSZ-NAGYKUN-SZOLNOK,Zagyvarékas,11,77,1, Független,KURUCZ LÁSZLÓ ,133,"54,29%"
JÁSZ-NAGYKUN-SZOLNOK,Zagyvarékas,11,77,1, FIDESZ-KDNP,JÁNOSI JÓZSEF ,97,"39,59%"
JÁSZ-NAGYKUN-SZOLNOK,Zagyvarékas,11,77,1, Független,MAJOR ISTVÁN ,15,"6,12%"
JÁSZ-NAGYKUN-SZOLNOK,Zagyvarékas,11,77,2, FIDESZ-KDNP,JÁNOSI JÓZSEF ,127,"50,20%"
JÁSZ-NAGYKUN-SZOLNOK,Zagyvarékas,11,77,2, Független,KURUCZ LÁSZLÓ ,116,"45,85%"
JÁSZ-NAGYKUN-SZOLNOK,Zagyvarékas,11,77,2, Független,MAJOR ISTVÁN ,10,"3,95%"
JÁSZ-NAGYKUN-SZOLNOK,Zagyvarékas,11,77,3, FIDESZ-KDNP,JÁNOSI JÓZSEF ,128,"54,70%"
JÁSZ-NAGYKUN-SZOLNOK,Zagyvarékas,11,77,3, Független,KURUCZ LÁSZLÓ ,93,"39,74%"
JÁSZ-NAGYKUN-SZOLNOK,Zagyvarékas,11,77,3, Független,MAJOR ISTVÁN ,13,"5,56%"
JÁSZ-NAGYKUN-SZOLNOK,Zagyvarékas,11,77,4, FIDESZ-KDNP,JÁNOSI JÓZSEF ,129,"48,86%"
JÁSZ-NAGYKUN-SZOLNOK,Zagyvarékas,11,77,4, Független,KURUCZ LÁSZLÓ ,124,"46,97%"
JÁSZ-NAGYKUN-SZOLNOK,Zagyvarékas,11,77,4, Független,MAJOR ISTVÁN ,11,"4,17%"
JÁSZ-NAGYKUN-SZOLNOK,Zagyvarékas,11,77,5, Független,KURUCZ LÁSZLÓ ,98,"60,87%"
JÁSZ-NAGYKUN-SZOLNOK,Zagyvarékas,11,77,5, FIDESZ-KDNP,JÁNOSI JÓZSEF ,56,"34,78%"
JÁSZ-NAGYKUN-SZOLNOK,Zagyvarékas,11,77,5, Független,MAJOR ISTVÁN ,7,"4,35%"
JÁSZ-NAGYKUN-SZOLNOK,Tiszaszőlős,11,78,1, Független,ANGINÉ SZŐNYI ESZTER ,245,"52,80%"
JÁSZ-NAGYKUN-SZOLNOK,Tiszaszőlős,11,78,1, FIDESZ-KDNP,KEREKES ANDRÁS ,211,"45,47%"
JÁSZ-NAGYKUN-SZOLNOK,Tiszaszőlős,11,78,1, Független,ESZENYI GYULA JÁNOS ,8,"1,72%"
JÁSZ-NAGYKUN-SZOLNOK,Tiszaszőlős,11,78,2, Független,ANGINÉ SZŐNYI ESZTER ,167,"51,70%"
JÁSZ-NAGYKUN-SZOLNOK,Tiszaszőlős,11,78,2, FIDESZ-KDNP,KEREKES ANDRÁS ,151,"46,75%"
JÁSZ-NAGYKUN-SZOLNOK,Tiszaszőlős,11,78,2, Független,ESZENYI GYULA JÁNOS ,5,"1,55%"
KOMÁROM-ESZTERGOM,Aka,12,1,1, Független,MÓR ANTAL ,104,"73,24%"
KOMÁROM-ESZTERGOM,Aka,12,1,1, Független,KAZAMÉR KÁROLY ,38,"26,76%"
KOMÁROM-ESZTERGOM,Almásfüzitő,12,2,1, Független,BERÓ LÁSZLÓ ,200,"61,35%"
KOMÁROM-ESZTERGOM,Almásfüzitő,12,2,1, Független,CSAPUCHA ÁRPÁD ,117,"35,89%"
KOMÁROM-ESZTERGOM,Almásfüzitő,12,2,1, Független,SZIJJ ATTILA ,9,"2,76%"
KOMÁROM-ESZTERGOM,Almásfüzitő,12,2,2, Független,BERÓ LÁSZLÓ ,167,"53,02%"
KOMÁROM-ESZTERGOM,Almásfüzitő,12,2,2, Független,CSAPUCHA ÁRPÁD ,138,"43,81%"
KOMÁROM-ESZTERGOM,Almásfüzitő,12,2,2, Független,SZIJJ ATTILA ,10,"3,17%"
KOMÁROM-ESZTERGOM,Almásfüzitő,12,2,3, Független,CSAPUCHA ÁRPÁD ,102,"38,78%"
KOMÁROM-ESZTERGOM,Almásfüzitő,12,2,3, Független,BERÓ LÁSZLÓ ,98,"37,26%"
KOMÁROM-ESZTERGOM,Almásfüzitő,12,2,3, Független,SZIJJ ATTILA ,63,"23,95%"
KOMÁROM-ESZTERGOM,Annavölgy,12,3,1, Független,BÁNHIDI JÓZSEF ,198,"82,50%"
KOMÁROM-ESZTERGOM,Annavölgy,12,3,1, Független,FLÓRIÁN RÓBERTNÉ ,42,"17,50%"
KOMÁROM-ESZTERGOM,Ács,12,4,1, FIDESZ-KDNP,DR. SZENTIRMAI ISTVÁN ,207,"67,43%"
KOMÁROM-ESZTERGOM,Ács,12,4,1, Független,TÓTH KÁROLY PÉTER ,100,"32,57%"
KOMÁROM-ESZTERGOM,Ács,12,4,2, FIDESZ-KDNP,DR. SZENTIRMAI ISTVÁN ,187,"56,84%"
KOMÁROM-ESZTERGOM,Ács,12,4,2, Független,TÓTH KÁROLY PÉTER ,142,"43,16%"
KOMÁROM-ESZTERGOM,Ács,12,4,3, FIDESZ-KDNP,DR. SZENTIRMAI ISTVÁN ,230,"62,67%"
KOMÁROM-ESZTERGOM,Ács,12,4,3, Független,TÓTH KÁROLY PÉTER ,137,"37,33%"
KOMÁROM-ESZTERGOM,Ács,12,4,4, FIDESZ-KDNP,DR. SZENTIRMAI ISTVÁN ,171,"70,95%"
KOMÁROM-ESZTERGOM,Ács,12,4,4, Független,TÓTH KÁROLY PÉTER ,70,"29,05%"
KOMÁROM-ESZTERGOM,Ács,12,4,5, FIDESZ-KDNP,DR. SZENTIRMAI ISTVÁN ,213,"79,78%"
KOMÁROM-ESZTERGOM,Ács,12,4,5, Független,TÓTH KÁROLY PÉTER ,54,"20,22%"
KOMÁROM-ESZTERGOM,Ács,12,4,6, FIDESZ-KDNP,DR. SZENTIRMAI ISTVÁN ,196,"64,05%"
KOMÁROM-ESZTERGOM,Ács,12,4,6, Független,TÓTH KÁROLY PÉTER ,110,"35,95%"
KOMÁROM-ESZTERGOM,Ács,12,4,7, Független,TÓTH KÁROLY PÉTER ,207,"58,15%"
KOMÁROM-ESZTERGOM,Ács,12,4,7, FIDESZ-KDNP,DR. SZENTIRMAI ISTVÁN ,149,"41,85%"
KOMÁROM-ESZTERGOM,Ács,12,4,8, Független,TÓTH KÁROLY PÉTER ,222,"65,29%"
KOMÁROM-ESZTERGOM,Ács,12,4,8, FIDESZ-KDNP,DR. SZENTIRMAI ISTVÁN ,118,"34,71%"
KOMÁROM-ESZTERGOM,Ácsteszér,12,5,1, Független,VUTS NORBERT ,205,"100,00%"
KOMÁROM-ESZTERGOM,Baj,12,6,1, Független,SCHUNDER TIBOR ,212,"100,00%"
KOMÁROM-ESZTERGOM,Baj,12,6,2, Független,SCHUNDER TIBOR ,261,"100,00%"
KOMÁROM-ESZTERGOM,Baj,12,6,3, Független,SCHUNDER TIBOR ,298,"100,00%"
KOMÁROM-ESZTERGOM,Bajna,12,7,1, Független,PALLAGI TIBOR ,286,"100,00%"
KOMÁROM-ESZTERGOM,Bajna,12,7,2, Független,PALLAGI TIBOR ,256,"100,00%"
KOMÁROM-ESZTERGOM,Bajót,12,8,1, Független,TÓTH ZOLTÁN ,430,"61,87%"
KOMÁROM-ESZTERGOM,Bajót,12,8,1, Független,TÖRÖK RÓBERT ,221,"31,80%"
KOMÁROM-ESZTERGOM,Bajót,12,8,1, Független,MALAGURSZKI GYÖRGY MÁRK ,44,"6,33%"
KOMÁROM-ESZTERGOM,Bakonybánk,12,9,1, Független,NAGYNÉ FARKAS MARIANNA ,125,"64,77%"
KOMÁROM-ESZTERGOM,Bakonybánk,12,9,1, Független,KOVÁCS KÁLMÁN IMRE ,68,"35,23%"
KOMÁROM-ESZTERGOM,Bakonysárkány,12,10,1, FIDESZ-KDNP,ŐSZ FERENC ,276,"59,48%"
KOMÁROM-ESZTERGOM,Bakonysárkány,12,10,1, Független,HANICH ZSUZSANNA ,121,"26,08%"
KOMÁROM-ESZTERGOM,Bakonysárkány,12,10,1, Független,TONZEL ZOLTÁN ,67,"14,44%"
KOMÁROM-ESZTERGOM,Bakonyszombathely,12,11,1, Független,GÉRINGER ISTVÁNNÉ ,159,"55,99%"
KOMÁROM-ESZTERGOM,Bakonyszombathely,12,11,1, Független,KOLONICS ÉVA ,100,"35,21%"
KOMÁROM-ESZTERGOM,Bakonyszombathely,12,11,1, Független,SZABÓ LAJOS ,25,"8,80%"
KOMÁROM-ESZTERGOM,Bakonyszombathely,12,11,2, Független,GÉRINGER ISTVÁNNÉ ,139,"46,18%"
KOMÁROM-ESZTERGOM,Bakonyszombathely,12,11,2, Független,KOLONICS ÉVA ,127,"42,19%"
KOMÁROM-ESZTERGOM,Bakonyszombathely,12,11,2, Független,SZABÓ LAJOS ,35,"11,63%"
KOMÁROM-ESZTERGOM,Bana,12,12,1, Független,HORVÁTH MÁRTA ,122,"34,66%"
KOMÁROM-ESZTERGOM,Bana,12,12,1, Független,TOMA RICHÁRD ,112,"31,82%"
KOMÁROM-ESZTERGOM,Bana,12,12,1, Független,ÁGOSTON GÁBOR ,109,"30,97%"
KOMÁROM-ESZTERGOM,Bana,12,12,1, Független,PECSENKA LÁSZLÓ ,9,"2,56%"
KOMÁROM-ESZTERGOM,Bana,12,12,2, Független,TOMA RICHÁRD ,120,"40,27%"
KOMÁROM-ESZTERGOM,Bana,12,12,2, Független,HORVÁTH MÁRTA ,110,"36,91%"
KOMÁROM-ESZTERGOM,Bana,12,12,2, Független,ÁGOSTON GÁBOR ,56,"18,79%"
KOMÁROM-ESZTERGOM,Bana,12,12,2, Független,PECSENKA LÁSZLÓ ,12,"4,03%"
KOMÁROM-ESZTERGOM,Bábolna,12,13,1, Független,DR. HORVÁTH KLÁRA ,323,"100,00%"
KOMÁROM-ESZTERGOM,Bábolna,12,13,2, Független,DR. HORVÁTH KLÁRA ,218,"100,00%"
KOMÁROM-ESZTERGOM,Bábolna,12,13,3, Független,DR. HORVÁTH KLÁRA ,201,"100,00%"
KOMÁROM-ESZTERGOM,Bábolna,12,13,4, Független,DR. HORVÁTH KLÁRA ,304,"100,00%"
KOMÁROM-ESZTERGOM,Bársonyos,12,14,1, Független,KÁLNAI LAJOS ,281,"81,69%"
KOMÁROM-ESZTERGOM,Bársonyos,12,14,1, Független,GARASNÉ CSIKÓS RÉKA ,47,"13,66%"
KOMÁROM-ESZTERGOM,Bársonyos,12,14,1, Független,VARJAS GYULA ,16,"4,65%"
KOMÁROM-ESZTERGOM,Bokod,12,15,1, Független,CSONKA LÁSZLÓ ,265,"64,95%"
KOMÁROM-ESZTERGOM,Bokod,12,15,1, Független,PATAKY JÁNOS ,143,"35,05%"
KOMÁROM-ESZTERGOM,Bokod,12,15,2, Független,CSONKA LÁSZLÓ ,215,"59,07%"
KOMÁROM-ESZTERGOM,Bokod,12,15,2, Független,PATAKY JÁNOS ,149,"40,93%"
KOMÁROM-ESZTERGOM,Csatka,12,16,1, Független,BOGNÁR TÍMEA ,107,"84,92%"
KOMÁROM-ESZTERGOM,Csatka,12,16,1, Független,TÓTH FÉLIX ,19,"15,08%"
KOMÁROM-ESZTERGOM,Császár,12,17,1, Független,BEKE GYÖNGYI ,299,"100,00%"
KOMÁROM-ESZTERGOM,Császár,12,17,2, Független,BEKE GYÖNGYI ,325,"100,00%"
KOMÁROM-ESZTERGOM,Csém,12,18,1, Független,DIÁN ERZSÉBET ,130,"100,00%"
KOMÁROM-ESZTERGOM,Csép,12,19,1, Független,SZÉBER JÓZSEF ,108,"100,00%"
KOMÁROM-ESZTERGOM,Csolnok,12,20,1, Független,KOLONICS PÉTERNÉ ,312,"100,00%"
KOMÁROM-ESZTERGOM,Csolnok,12,20,2, Független,KOLONICS PÉTERNÉ ,265,"100,00%"
KOMÁROM-ESZTERGOM,Csolnok,12,20,3, Független,KOLONICS PÉTERNÉ ,252,"100,00%"
KOMÁROM-ESZTERGOM,Dad,12,21,1, Független,SZÜCS ATTILÁNÉ ,309,"68,21%"
KOMÁROM-ESZTERGOM,Dad,12,21,1, Független,REZI ÁRPÁD ,144,"31,79%"
KOMÁROM-ESZTERGOM,Dág,12,22,1, Független,STEINER TAMÁS ,353,"100,00%"
KOMÁROM-ESZTERGOM,Dorog,12,23,1, Független,DR. TITTMANN JÁNOS ,346,"100,00%"
KOMÁROM-ESZTERGOM,Dorog,12,23,2, Független,DR. TITTMANN JÁNOS ,360,"100,00%"
KOMÁROM-ESZTERGOM,Dorog,12,23,3, Független,DR. TITTMANN JÁNOS ,389,"100,00%"
KOMÁROM-ESZTERGOM,Dorog,12,23,4, Független,DR. TITTMANN JÁNOS ,177,"100,00%"
KOMÁROM-ESZTERGOM,Dorog,12,23,5, Független,DR. TITTMANN JÁNOS ,214,"100,00%"
KOMÁROM-ESZTERGOM,Dorog,12,23,6, Független,DR. TITTMANN JÁNOS ,145,"100,00%"
KOMÁROM-ESZTERGOM,Dorog,12,23,7, Független,DR. TITTMANN JÁNOS ,208,"100,00%"
KOMÁROM-ESZTERGOM,Dorog,12,23,8, Független,DR. TITTMANN JÁNOS ,351,"100,00%"
KOMÁROM-ESZTERGOM,Dorog,12,23,9, Független,DR. TITTMANN JÁNOS ,308,"100,00%"
KOMÁROM-ESZTERGOM,Dorog,12,23,10, Független,DR. TITTMANN JÁNOS ,296,"100,00%"
KOMÁROM-ESZTERGOM,Dömös,12,24,1, Független,HERMAN JENŐNÉ ,308,"60,75%"
KOMÁROM-ESZTERGOM,Dömös,12,24,1, Független,KOÓS ZSUZSANNA ,171,"33,73%"
KOMÁROM-ESZTERGOM,Dömös,12,24,1, Független,BARTÓK LÁSZLÓ ,28,"5,52%"
KOMÁROM-ESZTERGOM,Dunaalmás,12,25,1, Független,OLLÉ ÁRPÁD ,284,"100,00%"
KOMÁROM-ESZTERGOM,Dunaalmás,12,25,2, Független,OLLÉ ÁRPÁD ,184,"100,00%"
KOMÁROM-ESZTERGOM,Dunaszentmiklós,12,26,1, Független,BÉGER ÁKOS ,155,"100,00%"
KOMÁROM-ESZTERGOM,Epöl,12,27,1, Független,TÁCSIK ATTILA ,261,"79,09%"
KOMÁROM-ESZTERGOM,Epöl,12,27,1, Független,SCHMID IBOLYA ,69,"20,91%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,1, FIDESZ-KDNP,HERNÁDI ÁDÁM ,282,"66,67%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,1, Szeretgom,CSERÉP JÁNOS ,71,"16,78%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,1, Független,DR. RÉVFALVI GERGELY ,70,"16,55%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,2, FIDESZ-KDNP,HERNÁDI ÁDÁM ,343,"68,60%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,2, Szeretgom,CSERÉP JÁNOS ,90,"18,00%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,2, Független,DR. RÉVFALVI GERGELY ,67,"13,40%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,3, FIDESZ-KDNP,HERNÁDI ÁDÁM ,278,"65,41%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,3, Szeretgom,CSERÉP JÁNOS ,102,"24,00%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,3, Független,DR. RÉVFALVI GERGELY ,45,"10,59%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,4, FIDESZ-KDNP,HERNÁDI ÁDÁM ,365,"64,15%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,4, Szeretgom,CSERÉP JÁNOS ,133,"23,37%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,4, Független,DR. RÉVFALVI GERGELY ,71,"12,48%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,5, FIDESZ-KDNP,HERNÁDI ÁDÁM ,317,"51,88%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,5, Szeretgom,CSERÉP JÁNOS ,194,"31,75%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,5, Független,DR. RÉVFALVI GERGELY ,100,"16,37%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,6, FIDESZ-KDNP,HERNÁDI ÁDÁM ,211,"51,09%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,6, Szeretgom,CSERÉP JÁNOS ,128,"30,99%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,6, Független,DR. RÉVFALVI GERGELY ,74,"17,92%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,7, FIDESZ-KDNP,HERNÁDI ÁDÁM ,322,"62,65%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,7, Szeretgom,CSERÉP JÁNOS ,104,"20,23%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,7, Független,DR. RÉVFALVI GERGELY ,88,"17,12%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,8, FIDESZ-KDNP,HERNÁDI ÁDÁM ,179,"50,71%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,8, Szeretgom,CSERÉP JÁNOS ,88,"24,93%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,8, Független,DR. RÉVFALVI GERGELY ,86,"24,36%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,9, FIDESZ-KDNP,HERNÁDI ÁDÁM ,213,"62,65%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,9, Szeretgom,CSERÉP JÁNOS ,80,"23,53%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,9, Független,DR. RÉVFALVI GERGELY ,47,"13,82%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,10, FIDESZ-KDNP,HERNÁDI ÁDÁM ,191,"53,20%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,10, Szeretgom,CSERÉP JÁNOS ,95,"26,46%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,10, Független,DR. RÉVFALVI GERGELY ,73,"20,33%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,11, FIDESZ-KDNP,HERNÁDI ÁDÁM ,224,"56,14%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,11, Szeretgom,CSERÉP JÁNOS ,118,"29,57%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,11, Független,DR. RÉVFALVI GERGELY ,57,"14,29%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,12, FIDESZ-KDNP,HERNÁDI ÁDÁM ,137,"60,89%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,12, Szeretgom,CSERÉP JÁNOS ,60,"26,67%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,12, Független,DR. RÉVFALVI GERGELY ,28,"12,44%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,13, FIDESZ-KDNP,HERNÁDI ÁDÁM ,200,"62,50%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,13, Szeretgom,CSERÉP JÁNOS ,76,"23,75%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,13, Független,DR. RÉVFALVI GERGELY ,44,"13,75%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,14, FIDESZ-KDNP,HERNÁDI ÁDÁM ,201,"56,62%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,14, Szeretgom,CSERÉP JÁNOS ,106,"29,86%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,14, Független,DR. RÉVFALVI GERGELY ,48,"13,52%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,15, FIDESZ-KDNP,HERNÁDI ÁDÁM ,243,"56,38%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,15, Szeretgom,CSERÉP JÁNOS ,124,"28,77%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,15, Független,DR. RÉVFALVI GERGELY ,64,"14,85%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,16, FIDESZ-KDNP,HERNÁDI ÁDÁM ,171,"57,77%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,16, Szeretgom,CSERÉP JÁNOS ,86,"29,05%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,16, Független,DR. RÉVFALVI GERGELY ,39,"13,18%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,17, FIDESZ-KDNP,HERNÁDI ÁDÁM ,252,"53,28%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,17, Szeretgom,CSERÉP JÁNOS ,152,"32,14%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,17, Független,DR. RÉVFALVI GERGELY ,69,"14,59%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,18, FIDESZ-KDNP,HERNÁDI ÁDÁM ,326,"56,70%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,18, Szeretgom,CSERÉP JÁNOS ,170,"29,57%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,18, Független,DR. RÉVFALVI GERGELY ,79,"13,74%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,19, FIDESZ-KDNP,HERNÁDI ÁDÁM ,238,"60,56%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,19, Szeretgom,CSERÉP JÁNOS ,90,"22,90%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,19, Független,DR. RÉVFALVI GERGELY ,65,"16,54%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,20, FIDESZ-KDNP,HERNÁDI ÁDÁM ,288,"59,88%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,20, Szeretgom,CSERÉP JÁNOS ,130,"27,03%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,20, Független,DR. RÉVFALVI GERGELY ,63,"13,10%"
